text,label
fermi surface evolution in underdoped cuprates,4
proton decay in intersecting d-brane models,10
the phase transition in su(2)-higgs,16
photonic topological phase transition on demand,12
hypersurface homogeneous killing spinor space-times,6
nonradial instabilities and progenitor asphericities in core-collapse supernovae,18
on the triviality of certain nonriemannian models of gravitation,6
"triaxiality, principal axis orientation and nonthermal pressure in abell 383",1
transport properties of nonlinear double-barrier structures,4
wideband superconducting nanotube electrometer,8
regular quantum interiors for black holes,6
search for nonstandard interactions by atmospheric neutrino,3
dft+u investigation of magnetocrystalline anisotropy of mn-doped transitionmetal dichalcogenides monolayers,19
perturbed nonlinear models from noncommutativity,10
multiscatter capture of superheavy dark matter by pop. iii stars,1
ultrafast inhomogeneous magnetization dynamics analyzed by interfacesensitive nonlinear magneto-optics,19
superconductivity arising from layer-differentiation in multilayer cuprates,2
three-boson recombination at ultralow temperatures,7
gauged supergravities in three dimensions: a panoramic overview,10
fast multifrequency measurement of nonlinear conductance,8
coherent superposition of orthogonal modes,12
the photometric classification server for panstarrs1,1
transparent dielectric metasurfaces for mode modulation and spatial multiplexing,12
constraining felobal outflows from absorption line variability,9
on the superorbital modulation of supergiant high mass x-ray binaries,13
triton's evolution with a primordial neptunian satellite system,11
high-order harmonic generation of doped semiconductor,12
interplay between chiral dynamics and repulsive interactions,3
nonthermal pressure in the outskirts of abell 2142,1
topological quantum phase transition in the magnetic semimetal hosb,19
semiclassical analysis of the nonequilibrium local polaron,8
the search for cp violation in hyperon decays,5
trapping/pinning of colloidal microspheres over glass substrate using surface features,7
b[e] supergiants' circumstellar environment: disks or rings?,18
bound states in a nonlinear kronig-penney model,4
subthreshold phi-meson production in heavy-ion collisions,14
nonmarkovian caldeira--leggett quantum master equation,17
electroweak phase transition by four dimensional simulations,16
nonsingular brans-dicke cosmology with cosmological constant,6
sn 2016b a.k.a asassn-16ab: a transitional type ii supernova,13
neowise reactivation mission year two: asteroid diameters and albedos,11
rare decays with missing energy at superb,5
phase diagram of a stochastic cellular automaton with long-range interactions,17
cuprate high temperature superconductors,2
charmed strange mesons from lattice qcd with overlap fermions,16
antiprotons produced in supernova remnants,13
superconducting properties of fese0.5te0.5 under high pressure,2
understanding quantum superarrivals using the bohmian model,15
multiplicative processes and power laws,17
superstatistics in random matrix theory,17
the unreasonable effectiveness of equilibrium-like theory for interpreting nonequilibrium experiments,7
nonadiabatic transitions in multilevel systems,15
transmission properties of periodic nonlinear structures containing left handed materials,12
supersymmetry and brownian motion on supermanifolds,15
submillimeter galaxies behind the bullet cluster (1e 0657-56),1
nonmarkovian effects in the growth of a polymer chain,17
kic 2856960: the impossible triple star,18
type ia supernova hubble residuals and host-galaxy properties,1
mining databases for m dwarf variability,18
nucleosynthesis in magneto-rotational supernovae,13
massive donors in interacting binaries: effect of metallicity,18
core-collapse supernovae and its progenitors,13
spheroidal postmergers in the local universe,1
hyperfine and crystal field interactions in multiferroic hocro${_3}$,0
unmissing the missing matter in neokaluzaklein universes,6
third-order transport coefficients for localised and delocalised charged-particle transport,17
phase transition towards strange matter,14
low temperature pseudophase transition in an extended hubbard diamond chain,17
beyond the fourier equation: quantum hyperbolic heat transport,19
vortices and chirality in multiband superconductors,2
nonperturbative solution of supersymmetric gauge theories,10
cosmological constant and polymer physics,6
the superb factory: physics prospects and project status,5
coulomb excitation at ultrarelativistic energies,14
minireview of leptoquark searches,5
pseudoduality in supersymmetric sigma models,10
nonadiabatic electron pumping: maximal current with minimal noise,8
axion strings are superconducting,3
resolving the l/t transition binary sdss j2052-1609 ab,18
understanding magnetic instability in gapless superconductors,3
event reweighting with the nuwro neutrino interaction generator,5
modeling the orbital sampling effect of extrasolar moons,11
comet c/2011 j2 (linear): photometry and stellar transit,11
gauged gross--neveu model with overlap fermions,16
measuring nonlocal lagrangian peak bias,1
tightness of slip-linked polymer chains,17
interplay of neutrino opacities in core-collapse supernova simulations,18
cloud coalescence: a dynamical instability affecting multiphase environments,9
weak pseudogap behavior in the underdoped cuprate superconductors,2
freeze-out configuration in multifragmentation,14
hilbert space built over connections with a noncompact structure group,6
many-body interactions in quasi-freestanding graphene,19
variability of minibal and bal outflows in quasars,1
gravity-induced shape transformations of vesicles,4
statistical physics of nonlinear wave interaction,17
intermittency and exotic channels,3
scalarized nontopological neutron stars in multiscalar gauss-bonnet gravity,6
advances and applications of lattice supersymmetry,16
magnetar powered ordinary type iip supernovae,13
archimedeanlike colloidal tilings on substrates with decagonal and tetradecagonal symmetry,7
pseudoscalar vertex and quark masses,16
multiband properties of superluminal agn detected by fermi/lat,1
batman: basic transit model calculation in python,11
time interval operators,15
when topology triggers a phase transition,17
single sector supersymmetry breaking,3
issues with time--distance inversions for supergranular flows,18
nonreciprocity realized with quantum nonlinearity,15
phase transitions and order in two-dimensional generalized nonlinear $\sigma$-models,17
nonabelian constraints in multiparticle production,10
naturalness and supersymmetry,3
electrostatics of liquid interfaces,7
the abundance of boron in diffuse interstellar clouds,9
multiloop superstring amplitudes from nonminimal pure spinor formalism,10
the final integrations of the caltech submillimeter observatory,9
extracting the late-time kinetic sunyaev-zel'dovich effect,1
consistent interactions for high-spin fermion fields,14
on unitary subsectors of polycritical gravities,10
ultrasound attenuation in $s^\pm$-wave two-band superconductors,2
particle-hole asymmetric superconducting coherence peaks in overdoped cuprates,2
heavy particle nondecoupling in flavor-changing gravitational interactions,3
quantization of a locally supersymmetric friedmann model with supermatter,6
building the international lattice data grid,16
chiral and continuum extrapolation of partially-quenched lattice results,16
multistep effects in subcoulomb breakup,14
mesoscopic superconducting disks,8
higher order antibunching in intermediate states,15
the mass and momentum outflow rates of photoionized galactic outflows,9
wormhole effective interactions in antide sitter spacetime,6
about synchronized globular cluster formation over supra-galactic scales,9
$\phi$ meson transparency in nuclei from $\phi n$ resonant interactions,14
nonperturbative improvement of the anisotropic wilson qcd action,16
the tribology of sliding elastic media,4
highly r-process enhanced stars in ultrafaint dwarf galaxies,9
overview of progress in neutrino scattering measurements,5
metamaterials with interacting metaatoms,12
the multiinstrument burst archive (minbar),13
measurement-assisted landau-zener transitions,15
minimal $\cal n=4$ topologically massive supergravity,10
giant superfluorescent bursts from a semiconductor magnetoplasma,8
